FeedbackID,EnrollmentID,Rating,CommentLength,SubmissionDate,CreatedDate
6633,11297,1,130,2024-02-11,2020-08-24
6634,18809,1,20,2024-03-07,2021-02-17
6635,8297,3,186,2023-12-10,2024-09-20
6636,16749,5,168,2020-10-17,2023-07-24
6637,11347,5,102,2020-02-14,2021-11-17
6638,22407,5,73,2024-01-20,2022-09-29
6639,1869,5,180,2025-09-14,2025-11-25
6640,21745,4,163,2020-12-07,2020-02-20
6641,15095,4,118,2020-07-05,2020-11-26
6642,22877,4,58,2024-04-24,2022-11-09
6643,16357,4,117,2020-11-30,2025-02-27
6644,24830,3,90,2024-08-17,2024-03-01
6645,16678,2,118,2021-07-24,2023-02-06
6646,19817,4,171,2023-11-14,2023-04-27
6647,13935,1,35,2022-02-10,2022-01-06
6648,7282,2,33,2022-08-23,2023-12-04
6649,21832,4,141,2020-12-04,2024-12-28
6650,5489,4,52,2021-06-21,2021-09-11
6651,4275,3,33,2020-06-12,2024-01-02
6652,15385,4,21,2022-03-05,2024-08-28
6653,12252,1,178,2023-01-19,2022-09-07
6654,1168,3,89,2024-12-01,2023-06-06
6655,18136,2,128,2023-01-05,2021-03-03
6656,22839,3,38,2020-11-05,2020-01-02
6657,21348,3,98,2020-05-27,2024-12-03
6658,16096,4,112,2023-11-04,2022-11-13
6659,725,1,186,2020-02-04,2020-06-15
6660,20561,5,106,2022-12-14,2025-07-08
6661,20273,3,188,2022-12-25,2021-04-26
6662,13725,3,51,2022-04-10,2024-11-06
6663,5056,1,121,2024-01-23,2023-10-11
6664,1780,3,25,2022-09-30,2025-07-06
6665,24095,4,166,2025-10-18,2024-06-06
6666,19738,3,67,2025-04-02,2025-09-14
6667,9275,4,122,2022-04-15,2021-10-06
6668,23019,5,173,2021-01-20,2021-12-01
6669,23432,3,163,2021-06-26,2025-10-24
6670,16845,3,85,2020-01-13,2025-09-04
6671,2845,5,161,2025-10-17,2025-01-05
6672,3218,2,198,2022-04-13,2025-07-02
6673,24076,4,180,2020-06-05,2021-03-06
6674,3928,2,109,2021-04-06,2020-07-07
6675,4033,4,126,2021-01-27,2024-08-29
6676,20925,3,172,2024-08-17,2021-07-06
6677,16414,5,61,2024-04-22,2020-01-24
6678,6674,3,86,2022-12-22,2023-11-25
6679,15095,4,148,2025-05-29,2022-01-08
6680,23424,3,84,2020-01-26,2021-10-30
6681,23041,3,106,2020-08-10,2022-03-29
6682,12839,4,39,2024-05-10,2023-04-16
6683,7574,4,32,2023-03-01,2020-08-12
6684,23348,3,156,2025-09-03,2021-11-14
6685,14927,5,60,2023-05-04,2021-07-10
6686,5925,5,82,2021-07-30,2024-03-25
6687,10250,3,51,2025-09-20,2023-01-01
6688,16273,5,103,2020-07-06,2025-12-09
6689,22485,3,164,2025-09-13,2024-10-04
6690,1179,4,154,2024-04-29,2024-11-22
6691,5890,4,173,2024-11-18,2023-04-01
6692,11494,5,148,2020-04-28,2024-09-22
6693,4428,2,37,2023-10-17,2023-12-23
6694,10930,4,149,2020-11-22,2022-02-09
6695,19032,5,197,2022-01-09,2025-10-03
6696,19557,5,136,2024-02-03,2022-04-29
6697,9217,1,112,2023-01-13,2022-09-16
6698,2582,4,134,2022-11-09,2023-10-13
6699,17932,3,28,2024-07-10,2023-07-06
6700,23284,3,126,2020-04-27,2023-12-04
6701,1020,5,29,2022-10-12,2020-03-26
6702,738,2,133,2021-05-24,2022-05-26
6703,23973,4,96,2022-05-24,2020-11-07
6704,4044,4,105,2020-06-01,2021-06-03
6705,4125,1,38,2024-10-23,2025-08-10
6706,24368,2,89,2025-01-18,2024-09-05
6707,369,5,130,2021-09-25,2020-02-15
6708,12455,2,34,2023-10-31,2022-04-10
6709,4225,1,196,2022-12-11,2020-07-11
6710,19811,5,34,2023-09-20,2021-03-30
6711,1928,4,180,2020-01-01,2025-09-10
6712,18515,2,79,2025-01-03,2024-07-23
6713,13499,3,34,2021-10-14,2020-02-05
6714,3991,2,139,2024-10-19,2024-01-02
6715,17783,5,99,2021-03-17,2021-07-01
6716,11947,1,33,2024-11-10,2020-05-10
6717,4681,5,184,2020-08-03,2022-03-24
6718,21199,1,64,2025-08-26,2025-11-06
6719,7929,4,100,2021-06-15,2024-06-23
6720,2586,2,143,2021-12-24,2020-07-12
6721,4352,3,107,2024-11-26,2020-11-09
6722,1695,1,192,2025-09-07,2021-01-01
6723,8128,3,68,2022-09-25,2024-05-31
6724,12179,3,58,2025-06-29,2023-02-08
6725,10650,5,37,2021-03-28,2024-03-15
6726,7894,1,90,2025-10-11,2024-08-07
6727,8059,3,82,2022-06-24,2024-06-30
6728,20127,1,98,2023-05-25,2023-06-10
6729,20604,3,132,2023-01-09,2024-05-23
6730,21219,1,192,2024-08-05,2022-06-11
6731,17652,1,120,2022-08-15,2021-05-02
6732,5614,3,85,2024-03-12,2022-12-19
6733,3272,5,157,2020-06-11,2023-11-21
6734,18010,4,45,2022-11-03,2024-07-14
6735,11067,5,113,2022-01-03,2022-02-10
6736,19972,5,53,2021-07-24,2022-08-25
6737,12065,5,190,2024-02-01,2021-10-26
6738,14626,2,177,2021-09-04,2025-01-15
6739,2504,1,135,2020-12-06,2022-12-18
6740,19560,5,81,2025-02-08,2021-05-31
6741,6799,2,73,2023-12-19,2024-02-14
6742,5387,3,104,2021-02-19,2022-05-10
6743,7565,4,152,2021-02-06,2024-11-25
6744,11529,4,123,2024-10-22,2024-03-15
6745,11074,1,197,2022-04-06,2024-11-07
6746,19208,4,161,2021-08-31,2020-07-01
6747,19665,2,108,2022-08-13,2021-08-11
6748,644,1,24,2021-01-16,2025-12-27
6749,20299,3,175,2025-07-24,2022-09-06
6750,18231,2,51,2020-07-04,2022-07-02
6751,6151,5,154,2023-10-06,2022-06-17
6752,20381,1,156,2021-01-20,2024-02-07
6753,4764,2,122,2021-08-12,2021-01-14
6754,12392,5,29,2025-05-09,2022-07-01
6755,13635,1,128,2024-11-16,2023-12-18
6756,9971,4,79,2020-01-01,2025-08-12
6757,1648,3,117,2025-07-10,2024-10-13
6758,10081,3,26,2021-03-27,2025-10-05
6759,17476,3,169,2020-04-25,2023-05-13
6760,2087,1,60,2021-12-30,2025-10-20
6761,24943,1,52,2023-12-01,2024-07-26
6762,24887,4,90,2022-05-22,2022-09-30
6763,19970,5,169,2020-12-02,2024-02-04
6764,13815,2,72,2025-05-03,2021-05-30
6765,20929,4,70,2024-01-09,2025-01-01
6766,11455,2,60,2021-05-09,2024-03-23
6767,5347,5,151,2020-06-13,2022-03-20
6768,11179,5,148,2023-10-12,2023-10-18
6769,11256,2,58,2024-05-16,2023-06-24
6770,1495,3,84,2024-04-06,2021-03-25
6771,8868,4,86,2020-04-06,2021-11-13
6772,20432,2,97,2024-04-19,2022-12-11
6773,23285,5,171,2025-11-29,2025-02-12
6774,4276,3,46,2025-10-04,2022-11-11
6775,9868,4,38,2020-02-04,2025-05-14
6776,22365,3,135,2024-11-17,2021-12-05
6777,16188,3,125,2024-05-02,2020-10-10
6778,2896,1,47,2020-03-07,2025-12-17
6779,5624,5,65,2021-11-16,2025-06-30
6780,17468,1,147,2025-12-24,2023-10-11
6781,12285,5,41,2025-12-22,2025-04-08
6782,17431,4,180,2025-11-10,2025-03-05
6783,2167,1,151,2022-04-11,2023-07-02
6784,2459,5,26,2020-08-25,2024-12-02
6785,24230,3,24,2022-08-26,2021-11-24
6786,20148,4,178,2020-08-04,2021-10-28
6787,7035,3,118,2025-02-12,2025-12-03
6788,21440,4,94,2025-03-11,2020-10-22
6789,16862,4,145,2024-11-12,2021-01-15
6790,21986,1,47,2023-05-21,2020-08-14
6791,8914,2,63,2021-07-22,2020-01-01
6792,9321,5,147,2022-06-29,2020-03-17
6793,18152,3,174,2022-04-01,2023-03-31
6794,12657,4,72,2022-11-19,2023-01-12
6795,19653,2,126,2020-08-19,2022-12-01
6796,6036,3,131,2020-05-02,2025-08-31
6797,23691,1,129,2025-11-24,2024-05-19
6798,2916,4,128,2023-08-24,2020-10-19
6799,12387,3,196,2020-06-26,2022-11-21
6800,20032,2,46,2025-07-29,2020-04-27
6801,464,1,199,2023-09-26,2021-10-20
6802,21969,2,105,2025-05-31,2021-12-09
6803,171,2,117,2024-11-29,2020-11-11
6804,17278,3,28,2024-12-14,2023-08-19
6805,1484,4,185,2021-03-09,2024-11-27
6806,10788,4,28,2021-04-06,2020-09-23
6807,14379,3,167,2025-07-30,2021-05-28
6808,3100,5,184,2025-08-17,2022-09-18
6809,6603,2,28,2023-07-10,2024-04-03
6810,1893,4,111,2022-12-27,2024-11-13
6811,13089,4,79,2024-03-06,2025-05-21
6812,14690,5,114,2022-06-25,2022-12-18
6813,15256,5,135,2021-06-16,2025-04-02
6814,6674,5,115,2025-06-29,2021-02-14
6815,18854,1,79,2023-03-28,2020-09-14
6816,14597,4,127,2021-11-13,2022-06-05
6817,14278,4,169,2020-09-16,2023-12-21
6818,9267,4,147,2020-05-29,2022-02-19
6819,22574,4,130,2022-03-31,2023-10-10
6820,17403,1,195,2025-10-28,2020-05-26
6821,9286,4,38,2025-06-05,2022-02-12
6822,11959,1,97,2023-12-16,2021-01-27
6823,11000,3,150,2021-01-22,2022-02-21
6824,17052,2,167,2023-07-05,2025-03-17
6825,12468,3,38,2024-08-09,2021-06-10
6826,6579,1,94,2023-08-02,2025-01-16
6827,18626,1,59,2024-10-06,2020-12-01
6828,16078,4,175,2020-07-11,2023-05-21
6829,12612,1,112,2022-03-26,2020-08-21
6830,6642,5,142,2023-10-18,2023-07-09
6831,16478,5,111,2020-11-30,2021-07-30
6832,447,3,125,2024-07-11,2023-10-08
6833,1295,2,131,2021-09-30,2024-07-09
6834,7859,1,46,2024-08-09,2025-08-01
6835,12915,2,123,2022-07-22,2020-03-29
6836,17887,3,41,2020-09-20,2023-08-29
6837,17033,1,175,2025-04-26,2025-01-20
6838,16069,4,133,2024-11-17,2022-06-12
6839,4458,5,72,2025-09-15,2023-03-24
6840,18006,1,43,2025-08-14,2020-05-20
6841,11462,1,111,2020-07-05,2022-11-02
6842,13213,3,119,2020-02-13,2022-08-29
6843,13806,5,135,2024-10-19,2022-06-07
6844,14741,5,54,2023-08-20,2025-04-15
6845,19152,1,135,2023-04-27,2023-06-05
6846,20415,5,52,2024-05-27,2023-11-02
6847,20893,1,74,2024-04-06,2020-04-15
6848,4798,1,73,2020-02-08,2024-10-26
6849,161,1,59,2022-05-07,2023-03-08
6850,7156,5,188,2023-10-15,2021-01-21
6851,10956,5,56,2022-07-14,2023-07-26
6852,14035,5,55,2020-07-07,2022-10-08
6853,10861,4,143,2025-04-26,2023-11-24
6854,22457,4,53,2024-03-07,2020-10-15
6855,10330,1,83,2023-06-20,2020-04-24
6856,14588,2,107,2025-03-02,2025-06-21
6857,22811,5,52,2021-10-16,2021-11-16
6858,18154,4,85,2020-05-23,2022-11-01
6859,9667,4,174,2021-04-02,2020-05-13
6860,4644,5,192,2022-02-20,2021-08-21
6861,396,2,30,2021-02-01,2020-02-08
6862,16659,3,69,2022-10-31,2023-02-06
6863,9313,2,125,2025-05-03,2024-04-28
6864,9080,3,56,2022-09-21,2021-06-29
6865,18746,1,146,2025-12-03,2023-02-10
6866,10393,5,146,2020-10-24,2025-06-18
6867,9751,1,177,2023-06-24,2021-04-05
6868,24174,4,126,2024-02-18,2020-07-25
6869,23032,1,195,2024-04-18,2023-11-21
6870,9480,2,93,2025-01-14,2024-12-03
6871,14137,2,158,2022-07-27,2022-02-27
6872,2675,5,133,2024-09-23,2023-05-25
6873,24645,4,187,2024-11-14,2024-10-20
6874,9958,2,152,2021-07-11,2022-03-01
6875,10510,2,193,2024-05-15,2023-02-13
6876,2169,5,56,2025-08-25,2020-02-01
6877,24408,2,182,2023-02-23,2021-11-08
6878,5830,5,67,2024-11-20,2023-12-02
6879,21718,4,82,2021-11-24,2022-11-02
6880,23418,2,137,2023-02-17,2020-04-03
6881,1495,2,39,2025-05-16,2025-02-08
6882,3364,5,164,2025-02-15,2022-11-28
6883,7576,5,144,2023-05-14,2025-07-10
6884,24713,5,141,2021-08-08,2024-11-11
6885,6738,5,115,2025-07-25,2025-03-23
6886,9681,2,31,2021-03-07,2024-06-07
6887,12237,5,59,2022-04-21,2024-05-02
6888,14821,1,166,2024-01-29,2025-06-08
6889,11466,2,132,2022-04-01,2023-03-08
6890,6184,4,94,2020-01-13,2022-08-24
6891,11201,4,83,2025-03-19,2022-11-05
6892,7108,3,126,2023-07-03,2023-01-24
6893,14517,2,90,2024-10-30,2020-08-30
6894,359,4,126,2024-08-13,2025-02-10
6895,9133,1,103,2021-04-16,2025-11-29
6896,5953,1,21,2022-08-16,2023-05-04
6897,17874,1,142,2024-03-20,2022-07-01
6898,20836,5,126,2021-06-05,2021-02-05
6899,20271,3,82,2024-04-25,2021-02-06
6900,3371,4,142,2020-12-10,2025-02-06
6901,18938,1,121,2025-10-10,2022-05-25
6902,1949,1,60,2021-10-07,2024-11-07
6903,18360,1,180,2020-12-06,2022-07-18
6904,14155,4,92,2023-04-01,2022-08-16
6905,19948,2,147,2020-12-28,2025-06-22
6906,2357,1,140,2024-04-23,2025-02-17
6907,15229,5,105,2024-08-03,2024-11-25
6908,6077,1,154,2025-09-14,2020-12-18
6909,6746,5,162,2024-12-23,2021-08-25
6910,18548,2,132,2023-08-18,2020-09-09
6911,12052,5,184,2020-07-12,2023-02-09
6912,10132,3,88,2021-08-28,2025-11-30
6913,13446,3,25,2023-08-18,2020-02-10
6914,8735,3,48,2025-07-30,2022-09-21
6915,10293,2,197,2022-11-09,2023-09-07
6916,9656,4,175,2025-10-11,2023-10-29
6917,17845,3,151,2020-04-05,2023-05-09
6918,1008,2,49,2022-03-25,2020-02-28
6919,5007,1,149,2024-05-07,2021-08-05
6920,21196,2,138,2024-06-21,2024-03-05
6921,18465,4,32,2023-03-17,2023-01-19
6922,17127,5,124,2025-04-23,2025-07-31
6923,9328,4,72,2025-10-06,2022-08-27
6924,7951,2,73,2021-04-08,2021-02-18
6925,1910,5,85,2025-01-27,2023-11-19
6926,6668,2,110,2022-11-28,2025-08-29
6927,5306,4,166,2022-06-30,2022-04-08
6928,18076,4,124,2025-03-05,2021-05-07
6929,19557,3,81,2020-04-13,2024-06-01
6930,13350,3,135,2020-03-20,2024-10-09
6931,9981,2,31,2024-05-17,2024-11-16
6932,8866,2,105,2021-11-13,2024-07-07
6933,20027,5,83,2023-01-09,2023-01-01
6934,10591,2,22,2021-02-08,2023-02-09
6935,1740,1,119,2024-08-06,2024-02-14
6936,20960,2,71,2020-06-02,2024-05-01
6937,16091,1,64,2022-02-02,2022-04-05
6938,7786,1,133,2024-06-13,2021-04-27
6939,17168,4,138,2020-08-24,2024-01-06
6940,7812,1,96,2020-02-07,2020-11-23
6941,22344,1,33,2025-07-21,2023-10-11
6942,3204,1,113,2022-11-24,2024-01-19
6943,24934,2,131,2024-03-27,2022-09-25
6944,11677,2,156,2020-06-08,2021-12-22
6945,9424,2,131,2020-12-28,2025-10-07
6946,19977,4,182,2021-07-05,2024-07-06
6947,17000,5,97,2025-01-12,2020-01-20
6948,20038,2,78,2022-09-09,2020-04-19
6949,23698,1,98,2023-07-06,2021-02-27
6950,11301,4,125,2024-04-14,2021-04-15
6951,6,3,20,2024-05-13,2023-08-23
6952,7965,2,190,2024-09-23,2025-01-22
6953,19809,3,151,2020-04-13,2021-08-17
6954,17430,1,137,2025-05-23,2022-06-09
6955,12988,3,183,2023-04-10,2020-02-06
6956,12238,5,111,2023-04-02,2023-02-15
6957,11995,4,50,2023-12-10,2024-08-22
6958,23642,4,111,2021-05-01,2025-08-30
6959,11191,2,45,2020-04-22,2023-06-24
6960,24481,1,59,2021-11-03,2025-02-17
6961,14464,3,112,2022-03-15,2021-07-13
6962,15928,3,77,2020-10-01,2021-01-22
6963,13438,1,72,2023-09-22,2021-10-23
6964,14391,5,187,2025-11-02,2025-10-12
6965,11267,1,163,2021-03-05,2021-05-16
6966,12018,2,80,2020-07-22,2024-03-31
6967,21329,5,149,2025-11-27,2024-04-28
6968,19489,4,106,2020-12-11,2025-05-13
6969,14687,3,139,2025-12-27,2024-08-22
6970,10462,2,113,2024-01-20,2025-01-18
6971,2814,2,132,2025-07-22,2022-02-02
6972,20893,1,165,2021-12-02,2025-09-08
6973,2067,3,122,2020-06-21,2022-08-21
6974,3973,2,72,2022-10-28,2022-01-10
6975,759,4,131,2025-09-27,2020-06-28
6976,19335,2,106,2023-10-30,2021-05-01
6977,14147,2,57,2022-09-19,2020-06-16
6978,24334,1,158,2024-05-03,2021-01-10
6979,7072,2,98,2025-03-24,2021-03-12
6980,16626,5,191,2021-09-15,2021-05-02
6981,5913,1,98,2023-11-13,2021-05-25
6982,5958,2,189,2023-04-29,2024-03-19
6983,8635,4,37,2023-05-20,2022-08-18
6984,1989,1,183,2022-11-20,2022-09-11
6985,11479,4,101,2021-11-02,2021-07-26
6986,2781,1,29,2023-09-01,2021-02-15
6987,21714,3,130,2021-03-20,2022-10-08
6988,1493,2,107,2023-01-16,2020-02-13
6989,22707,5,24,2025-09-26,2023-07-10
6990,3308,4,41,2021-10-09,2023-11-19
6991,14516,2,104,2020-06-09,2025-06-22
6992,9562,4,124,2020-01-02,2025-06-05
6993,14,2,173,2025-01-09,2020-01-29
6994,20578,3,98,2023-01-26,2020-11-02
6995,11463,3,169,2025-02-14,2023-07-29
6996,308,4,153,2024-09-25,2025-10-28
6997,14001,3,168,2022-11-13,2021-02-02
6998,15099,2,118,2024-04-13,2023-11-14
6999,17989,4,25,2024-10-31,2020-06-08
7000,16160,3,74,2022-08-22,2021-02-20
7001,1209,1,145,2020-09-05,2025-12-11
7002,2921,4,58,2021-01-29,2022-04-13
7003,13563,5,159,2021-07-16,2022-06-16
7004,22295,1,144,2023-12-14,2022-08-08
7005,311,4,92,2023-01-31,2023-08-03
7006,4788,3,32,2025-05-21,2020-08-06
7007,7025,3,56,2020-01-07,2025-10-28
7008,5401,5,23,2022-09-08,2025-06-30
7009,16782,2,45,2020-06-14,2022-02-05
7010,4464,4,56,2024-05-25,2021-04-22
7011,21645,1,170,2021-02-22,2025-12-19
7012,24130,2,104,2021-12-26,2023-12-26
7013,23853,4,29,2024-04-01,2021-06-12
7014,1065,1,146,2021-10-06,2021-07-03
7015,14428,1,140,2023-12-12,2020-01-09
7016,17869,4,47,2022-06-16,2024-11-20
7017,11480,2,63,2022-04-26,2024-05-27
7018,7302,5,135,2024-10-23,2021-04-03
7019,19314,1,182,2022-04-27,2021-07-02
7020,18984,3,199,2022-04-13,2021-06-16
7021,18390,2,21,2020-12-21,2020-08-09
7022,19699,4,173,2025-11-24,2024-12-16
7023,9968,2,20,2020-08-17,2021-03-24
7024,4819,3,88,2020-06-04,2020-07-28
7025,17136,2,61,2024-04-21,2025-09-12
7026,2898,1,94,2020-07-15,2021-11-11
7027,6379,5,188,2023-05-21,2020-10-06
7028,8867,5,198,2020-12-01,2025-11-17
7029,15695,5,38,2023-12-02,2025-01-27
7030,15217,3,92,2023-12-09,2024-03-26
7031,1574,4,20,2023-03-11,2022-07-30
7032,1906,4,71,2025-06-24,2020-02-18
7033,884,5,31,2025-01-30,2020-11-20
7034,23370,3,150,2024-07-03,2022-12-09
7035,5890,4,157,2025-05-14,2022-10-14
7036,14896,1,192,2022-11-09,2020-03-21
7037,16037,1,143,2022-10-05,2020-04-17
7038,20438,1,70,2020-11-18,2021-05-23
7039,17329,4,160,2023-07-11,2021-02-08
7040,162,1,90,2022-05-19,2023-02-01
7041,1070,1,90,2020-08-01,2022-11-04
7042,24400,4,91,2021-06-30,2021-08-12
7043,1053,5,67,2024-05-09,2022-10-27
7044,21660,3,197,2025-06-11,2025-12-16
7045,11690,4,21,2020-09-17,2020-05-30
7046,5098,1,69,2024-07-15,2020-11-04
7047,13905,2,120,2023-08-24,2020-04-30
7048,11961,2,111,2021-08-12,2022-09-11
7049,21473,1,118,2022-07-13,2021-11-26
7050,8807,3,199,2023-12-15,2021-08-30
7051,12714,3,114,2023-12-13,2024-08-05
7052,11656,5,85,2025-02-19,2024-12-06
7053,6930,3,154,2023-10-13,2025-10-13
7054,15822,1,164,2021-09-23,2021-03-26
7055,14502,1,24,2022-04-02,2022-02-11
7056,3368,5,40,2021-09-10,2023-01-23
7057,10204,4,29,2021-04-16,2025-04-20
7058,20928,3,115,2024-05-30,2022-03-27
7059,3876,5,51,2024-08-12,2020-02-18
7060,7741,3,112,2025-07-21,2025-08-29
7061,9175,3,190,2021-02-25,2025-07-21
7062,3653,4,105,2025-04-10,2023-06-29
7063,18984,2,126,2023-06-25,2023-01-22
7064,12713,5,54,2025-10-18,2025-05-22
7065,19163,2,62,2023-07-05,2022-05-14
7066,4828,5,28,2020-07-30,2023-08-31
7067,12971,4,137,2020-07-25,2024-05-11
7068,22270,5,148,2024-10-12,2021-10-31
7069,685,5,192,2023-07-30,2020-06-25
7070,22572,4,103,2020-10-18,2022-06-30
7071,14712,4,80,2021-10-07,2021-01-09
7072,10921,2,153,2025-09-14,2020-07-22
7073,20545,1,163,2024-04-27,2023-08-15
7074,1744,4,192,2022-03-28,2022-06-02
7075,16123,5,190,2020-02-14,2022-12-15
7076,16211,1,37,2022-08-14,2022-12-29
7077,12499,2,164,2024-10-06,2023-08-01
7078,8365,4,131,2021-07-03,2021-06-21
7079,17012,2,38,2022-01-27,2024-04-03
7080,13693,1,119,2020-08-02,2024-02-07
7081,1258,2,131,2022-07-03,2022-05-05
7082,16485,3,150,2023-01-15,2025-12-29
7083,3302,5,138,2024-05-24,2021-11-23
7084,20996,1,108,2023-06-05,2025-10-19
7085,7308,2,24,2022-05-06,2023-02-20
7086,11630,2,141,2020-10-14,2021-06-07
7087,2050,5,103,2022-04-09,2022-06-03
7088,17346,5,168,2022-11-29,2020-08-10
7089,10822,2,157,2023-03-01,2025-05-04
7090,9469,2,137,2023-10-14,2020-11-25
7091,22578,2,74,2023-03-10,2023-01-22
7092,14392,1,165,2024-09-09,2025-03-15
7093,3575,3,163,2023-09-18,2024-02-22
7094,2379,5,67,2021-04-15,2025-11-09
7095,13510,1,87,2024-01-04,2022-12-06
7096,13666,5,119,2023-05-04,2024-10-19
7097,23518,3,128,2022-08-11,2021-08-25
7098,22163,2,67,2023-05-07,2024-09-13
7099,20371,5,158,2022-04-06,2024-06-23
7100,23605,5,178,2022-07-24,2022-01-20
7101,13818,4,98,2024-11-02,2024-12-24
7102,4547,4,109,2023-03-25,2023-06-21
7103,6968,2,30,2025-10-25,2021-04-20
7104,22234,3,95,2025-12-20,2024-06-18
7105,11022,2,198,2022-08-30,2023-08-07
7106,17408,5,87,2020-11-06,2022-06-08
7107,156,5,77,2020-07-23,2022-10-05
7108,7261,3,167,2021-08-07,2024-07-06
7109,1098,4,156,2020-05-01,2021-01-22
7110,6752,2,170,2022-11-05,2022-05-25
7111,13594,3,136,2020-01-31,2024-11-21
7112,20544,5,188,2023-05-04,2021-03-11
7113,15247,5,147,2023-05-15,2025-07-07
7114,6435,2,142,2022-05-17,2022-10-06
7115,1290,4,196,2025-03-07,2025-04-23
7116,12435,4,103,2020-09-19,2022-03-18
7117,8523,4,196,2022-04-01,2025-03-26
7118,12861,2,141,2021-09-28,2022-04-10
7119,19812,4,73,2025-04-05,2023-07-12
7120,23766,3,31,2023-03-04,2021-08-20
7121,4367,3,198,2021-09-08,2022-02-18
7122,15163,2,78,2022-08-14,2025-07-05
7123,23116,4,78,2022-10-28,2024-01-08
7124,8223,1,114,2023-12-28,2020-11-30
7125,9744,3,110,2022-11-26,2021-03-25
7126,17987,2,53,2023-07-06,2020-12-02
7127,23857,2,115,2020-03-26,2025-07-08
7128,16554,4,55,2024-02-11,2024-03-21
7129,22653,4,106,2025-01-30,2022-01-14
7130,4197,5,153,2025-03-04,2025-05-02
7131,4308,3,168,2025-02-09,2020-05-13
7132,10043,4,130,2022-06-22,2024-09-10
7133,19849,5,166,2025-12-01,2025-01-28
7134,21549,5,130,2025-07-08,2021-07-10
7135,15788,3,109,2022-10-02,2024-03-07
7136,2504,5,25,2023-11-22,2024-09-03
7137,3781,5,184,2025-07-07,2022-05-09
7138,9604,4,181,2022-03-06,2022-09-05
7139,24281,4,131,2025-08-01,2023-07-18
7140,22147,2,106,2025-03-28,2024-10-05
7141,15400,3,100,2024-02-22,2025-03-22
7142,22491,1,170,2024-07-18,2023-08-28
7143,769,4,198,2020-08-17,2021-06-01
7144,7267,5,34,2025-03-18,2020-09-14
7145,5858,5,153,2025-03-15,2023-06-23
7146,5379,5,81,2021-08-28,2022-01-19
7147,11780,4,139,2020-05-11,2023-04-03
7148,9178,1,68,2024-01-07,2021-04-22
7149,21559,1,20,2023-02-26,2025-11-23
7150,7762,5,49,2025-10-01,2025-06-16
7151,17473,3,165,2023-03-20,2024-03-14
7152,18894,5,28,2024-07-22,2023-07-07
7153,3074,3,20,2024-12-25,2025-04-03
7154,11841,4,85,2025-12-02,2023-07-08
7155,9910,1,71,2025-10-21,2024-09-17
7156,2666,2,25,2020-03-23,2025-01-30
7157,9963,1,22,2020-04-05,2025-03-25
7158,22701,3,59,2025-09-03,2020-09-28
7159,15670,2,20,2023-07-02,2022-01-18
7160,21664,4,168,2023-08-28,2023-07-13
7161,1973,5,25,2023-12-07,2022-09-01
7162,1823,5,71,2021-10-12,2025-01-03
7163,12874,2,108,2023-08-07,2021-08-03
7164,10647,1,96,2024-12-25,2024-12-27
7165,24045,1,190,2022-11-21,2023-11-29
7166,17233,3,28,2024-05-10,2021-08-08
7167,11789,3,165,2025-01-19,2024-02-08
7168,24579,2,106,2020-06-23,2024-11-04
7169,23230,5,180,2020-05-29,2022-06-10
7170,7186,3,41,2023-06-27,2023-10-06
7171,1325,2,68,2024-09-24,2021-12-04
7172,4212,5,72,2022-05-04,2024-08-13
7173,2279,1,88,2022-08-03,2020-12-30
7174,10022,2,137,2022-08-10,2021-05-09
7175,23477,1,28,2024-09-11,2023-10-10
7176,9342,2,165,2022-10-23,2025-04-02
7177,15811,3,147,2025-09-26,2025-07-23
7178,4284,3,137,2023-04-16,2025-04-17
7179,5388,3,130,2022-01-04,2021-02-01
7180,3593,2,31,2025-01-06,2025-07-09
7181,14856,5,99,2023-04-04,2022-12-13
7182,14615,5,198,2025-08-07,2021-01-14
7183,15555,1,86,2025-06-12,2020-07-18
7184,7412,2,140,2022-07-13,2020-12-03
7185,19561,2,41,2025-12-01,2024-10-03
7186,21889,5,28,2022-03-31,2021-01-24
7187,1026,3,166,2021-10-30,2022-07-01
7188,5733,4,74,2023-10-15,2024-01-17
7189,298,5,26,2022-02-11,2024-11-16
7190,16732,3,114,2022-10-23,2020-02-26
7191,15980,4,84,2024-08-05,2025-01-14
7192,24431,3,80,2020-06-17,2022-12-22
7193,11693,4,75,2024-02-27,2025-02-04
7194,5084,5,176,2024-12-13,2022-07-20
7195,2740,5,124,2023-08-18,2022-06-03
7196,24199,4,152,2023-02-09,2020-01-13
7197,19878,4,21,2020-05-28,2023-01-04
7198,4852,5,97,2020-12-27,2020-09-08
7199,13238,4,118,2022-06-03,2025-02-08
7200,729,3,54,2024-07-26,2022-01-22
7201,22681,4,122,2021-01-05,2025-05-04
7202,8367,5,116,2025-06-26,2020-12-03
7203,21847,2,48,2023-02-01,2024-06-13
7204,3972,3,189,2024-10-17,2023-10-20
7205,6438,3,75,2024-09-02,2025-10-14
7206,24044,4,145,2020-12-29,2022-11-15
7207,6739,4,95,2024-07-15,2021-07-13
7208,7209,1,48,2025-01-30,2020-09-25
7209,10724,3,27,2024-01-23,2020-11-12
7210,5516,5,54,2022-07-21,2020-08-01
7211,20515,1,68,2020-05-08,2023-05-04
7212,11506,5,120,2023-07-06,2025-04-05
7213,4121,4,29,2021-01-11,2022-08-31
7214,18130,1,70,2023-07-09,2025-09-24
