EnrollmentID,LearnerID,CourseID,InstructorID,DateID,EnrollmentSource,EnrollmentStatus,CompletionDate,TimeSpentDays,CreatedDate,ApplicationDate
4953,18643,8,226,979,LinkedIn,In Progress,1/18/2021,42,3/17/2024,8/31/2022 20:20
4954,8060,151,191,103,AdWords,In Progress,3/25/2023,54,8/8/2022,4/5/2020 8:11
4955,6278,50,355,1754,LinkedIn,In Progress,1/13/2025,133,8/17/2023,10/8/2024 15:21
4956,14217,8,425,1919,LinkedIn,In Progress,1/28/2021,127,12/1/2024,3/31/2025 2:26
4957,6478,59,434,779,Direct,Dropped,1/25/2020,38,3/7/2022,2/13/2022 3:20
4958,1716,86,472,1052,Referral,In Progress,2/23/2021,138,4/23/2024,11/17/2022 23:14
4959,1331,136,183,1971,AdWords,Completed,11/28/2024,160,3/31/2022,5/15/2025 2:56
4960,11172,67,141,1518,AdWords,In Progress,4/29/2025,18,3/17/2025,2/20/2024 12:17
4961,19899,38,47,410,AdWords,Dropped,9/1/2022,101,4/23/2022,2/4/2021 18:09
4962,6694,39,464,459,Direct,Dropped,4/10/2020,52,8/6/2023,3/22/2021 20:21
4963,2158,146,245,789,LinkedIn,Completed,9/28/2025,85,5/4/2021,2/27/2022 0:43
4964,17373,37,98,1398,Referral,Dropped,6/14/2025,13,4/2/2022,10/18/2023 22:19
4965,2210,7,384,1294,Direct,In Progress,11/23/2025,161,7/18/2020,7/7/2023 22:18
4966,1360,194,43,514,Referral,Dropped,7/5/2022,161,5/13/2020,5/20/2021 5:27
4967,5767,121,439,1938,Referral,Dropped,4/2/2023,127,9/27/2025,4/14/2025 21:36
4968,10710,32,421,623,AdWords,Completed,3/1/2020,64,7/19/2023,9/8/2021 2:49
4969,17143,162,81,87,AdWords,Completed,5/9/2024,98,3/30/2025,3/18/2020 2:50
4970,7636,32,363,1377,Direct,Completed,9/23/2025,18,10/16/2020,9/24/2023 15:54
4971,11464,51,123,658,AdWords,Dropped,2/7/2025,10,2/10/2021,10/13/2021 9:43
4972,7272,44,233,929,Referral,Completed,1/27/2024,79,1/16/2025,7/13/2022 16:00
4973,11212,155,439,1953,Referral,In Progress,5/14/2021,134,10/23/2025,5/2/2025 6:33
4974,15252,50,18,238,AdWords,Completed,5/18/2023,95,6/10/2020,8/15/2020 12:34
4975,3859,77,128,1348,AdWords,In Progress,9/10/2024,137,6/27/2023,8/28/2023 10:25
4976,5300,185,378,495,LinkedIn,Dropped,4/28/2021,166,9/5/2022,5/5/2021 9:29
4977,5894,30,40,1307,Direct,Dropped,5/4/2022,41,3/21/2023,7/30/2023 6:11
4978,10419,86,18,1453,LinkedIn,Completed,1/14/2020,53,8/4/2023,12/16/2023 23:13
4979,4704,158,387,130,AdWords,Completed,10/1/2023,142,2/21/2021,4/28/2020 5:38
4980,12923,37,8,887,AdWords,Completed,2/20/2023,133,12/20/2023,5/26/2022 23:03
4981,10997,183,136,1869,Referral,In Progress,10/21/2020,48,8/16/2020,2/11/2025 0:11
4982,2206,51,409,1693,LinkedIn,In Progress,8/4/2020,142,2/26/2024,8/16/2024 16:23
4983,18931,12,401,418,AdWords,Dropped,3/25/2021,30,4/11/2025,2/7/2021 11:39
4984,8861,107,222,1340,Referral,In Progress,3/23/2022,27,1/9/2023,8/24/2023 3:30
4985,1912,125,313,1579,AdWords,Completed,8/23/2025,98,6/22/2021,4/14/2024 2:00
4986,3525,171,232,1954,Referral,Completed,6/15/2020,43,4/22/2023,4/29/2025 5:36
4987,17176,193,332,1191,Referral,Completed,1/1/2023,37,8/27/2025,4/1/2023 15:00
4988,8545,134,191,2098,LinkedIn,Completed,12/25/2022,130,3/7/2022,9/25/2025 12:14
4989,17047,23,329,312,Referral,Dropped,4/11/2024,61,7/10/2025,11/5/2020 8:12
4990,17028,138,236,195,LinkedIn,In Progress,7/12/2021,52,9/24/2023,7/11/2020 10:28
4991,3862,98,362,177,LinkedIn,Completed,2/9/2024,142,6/22/2022,6/14/2020 19:54
4992,7267,75,236,1426,Direct,Completed,5/11/2025,92,7/12/2022,11/22/2023 20:44
4993,10615,85,234,1870,Referral,Completed,3/4/2022,150,11/15/2022,2/3/2025 12:03
4994,7764,31,49,618,Direct,In Progress,12/10/2021,95,9/6/2020,9/9/2021 22:14
4995,13761,47,90,1617,Referral,In Progress,12/16/2020,130,10/14/2020,5/31/2024 18:43
4996,17281,181,360,1811,AdWords,In Progress,4/20/2024,112,1/12/2025,12/10/2024 2:39
4997,12256,17,252,525,AdWords,In Progress,9/1/2021,171,7/14/2024,6/2/2021 11:47
4998,14001,50,81,234,LinkedIn,Dropped,4/25/2022,29,2/11/2024,8/10/2020 18:11
4999,7097,105,9,1186,Referral,In Progress,9/16/2025,45,7/2/2023,3/23/2023 7:55
5000,14780,139,224,1695,Direct,Completed,5/14/2025,148,4/1/2022,8/19/2024 13:24
5001,18867,68,458,2000,Referral,Completed,11/5/2022,149,9/10/2024,6/8/2025 21:26
5002,9677,118,262,172,LinkedIn,In Progress,7/25/2020,131,5/1/2020,6/19/2020 8:05
5003,8794,92,145,1333,AdWords,Completed,1/7/2023,32,1/9/2020,8/12/2023 23:22
5004,6195,176,483,1691,Referral,Completed,5/6/2022,47,2/5/2024,8/15/2024 16:14
5005,4768,47,274,2137,Referral,Completed,8/17/2021,154,9/25/2023,10/26/2025 5:38
5006,17263,53,258,1988,LinkedIn,In Progress,6/9/2023,32,11/12/2021,6/2/2025 3:04
5007,16763,6,385,2150,AdWords,Dropped,9/2/2025,19,7/9/2024,11/8/2025 3:22
5008,1219,128,3,540,AdWords,In Progress,9/13/2022,132,11/8/2020,6/17/2021 18:14
5009,2684,85,239,1201,AdWords,Dropped,1/4/2021,145,6/15/2024,4/7/2023 11:24
5010,5959,162,159,221,Referral,In Progress,1/26/2025,82,8/6/2025,7/27/2020 1:59
5011,2906,187,100,2061,AdWords,In Progress,9/5/2023,171,4/12/2024,8/21/2025 16:29
5012,2414,84,172,1941,AdWords,Completed,8/7/2023,53,1/6/2023,4/20/2025 14:43
5013,4417,25,367,1505,LinkedIn,Dropped,12/26/2023,86,4/3/2024,2/1/2024 9:42
5014,10673,31,334,716,Direct,Completed,9/21/2022,25,4/20/2024,12/13/2021 2:03
5015,16295,114,396,1849,Referral,In Progress,8/22/2023,40,8/22/2023,1/8/2025 19:12
5016,8988,93,492,760,Referral,Completed,11/29/2020,134,12/26/2023,1/28/2022 3:49
5017,3606,119,235,1928,LinkedIn,Completed,4/29/2021,36,2/7/2025,4/3/2025 21:39
5018,12730,140,51,219,Direct,Dropped,2/15/2025,28,8/17/2021,7/29/2020 0:38
5019,16290,128,116,292,Referral,Dropped,2/24/2022,13,7/18/2022,10/13/2020 0:53
5020,6507,114,131,805,Direct,In Progress,8/1/2024,38,11/13/2024,3/5/2022 17:22
5021,10143,69,355,177,AdWords,In Progress,5/1/2024,86,2/7/2025,6/20/2020 3:59
5022,5111,126,145,290,AdWords,Dropped,5/27/2022,78,10/21/2024,10/9/2020 22:15
5023,4421,98,86,1081,Referral,Dropped,5/18/2021,53,8/18/2022,12/11/2022 21:34
5024,11381,37,470,541,AdWords,In Progress,2/7/2022,86,3/28/2020,6/24/2021 14:53
5025,6615,8,205,1885,Direct,In Progress,6/23/2022,39,2/15/2024,2/24/2025 22:57
5026,14281,181,233,858,LinkedIn,Dropped,10/6/2022,155,11/16/2020,4/25/2022 20:15
5027,8357,132,366,980,LinkedIn,Dropped,1/10/2022,72,4/23/2021,8/31/2022 21:47
5028,19618,126,483,1970,AdWords,Completed,3/8/2022,101,11/9/2020,5/11/2025 9:06
5029,5260,170,82,1632,Referral,In Progress,3/25/2020,172,5/8/2024,6/7/2024 16:54
5030,7071,8,273,928,Direct,Completed,2/21/2020,26,10/22/2022,7/15/2022 21:44
5031,12891,84,61,2141,LinkedIn,Dropped,11/2/2023,145,2/14/2020,11/2/2025 11:12
5032,16141,18,247,683,AdWords,Dropped,2/5/2025,113,11/20/2024,11/6/2021 19:52
5033,11191,109,89,234,AdWords,In Progress,12/6/2025,68,10/28/2025,8/14/2020 11:50
5034,18371,169,427,930,Referral,In Progress,9/14/2025,41,10/26/2021,7/12/2022 15:49
5035,9851,107,336,88,LinkedIn,In Progress,12/28/2025,172,3/11/2021,3/25/2020 4:28
5036,585,107,269,350,LinkedIn,Dropped,3/24/2025,164,8/6/2021,12/14/2020 15:38
5037,10581,80,199,261,Referral,In Progress,4/9/2022,13,3/5/2025,9/15/2020 16:19
5038,882,161,343,2050,AdWords,Completed,11/5/2021,30,10/27/2022,7/31/2025 22:49
5039,1765,164,260,1442,AdWords,Completed,6/1/2022,153,8/8/2020,12/7/2023 14:28
5040,6612,194,460,1239,AdWords,Dropped,6/1/2022,52,5/28/2022,5/12/2023 12:55
5041,6254,86,95,1356,AdWords,Dropped,10/2/2024,132,4/26/2022,9/6/2023 7:17
5042,13310,9,110,96,LinkedIn,Dropped,9/10/2022,72,4/26/2025,4/1/2020 20:21
5043,4411,164,50,1702,Referral,In Progress,1/31/2024,81,1/15/2022,8/17/2024 1:35
5044,11935,85,159,1192,AdWords,In Progress,12/21/2023,38,6/7/2020,3/30/2023 7:40
5045,15398,88,247,1937,AdWords,Completed,6/6/2024,93,12/15/2023,4/15/2025 9:52
5046,1612,112,301,1593,LinkedIn,Dropped,6/2/2021,109,1/6/2025,5/6/2024 6:47
5047,2351,58,336,1382,LinkedIn,In Progress,11/28/2024,149,7/28/2021,10/13/2023 9:35
5048,4361,148,237,1519,AdWords,Completed,9/23/2021,59,1/3/2021,2/24/2024 3:07
5049,1242,48,362,154,Direct,Dropped,10/21/2025,65,4/6/2020,5/29/2020 10:02
5050,4092,99,337,701,AdWords,Dropped,9/26/2025,59,10/12/2024,11/20/2021 8:28
5051,10944,81,92,818,Referral,In Progress,3/27/2025,149,9/24/2022,3/18/2022 3:08
5052,4251,95,484,2084,AdWords,Dropped,12/11/2024,56,2/20/2023,9/12/2025 2:07
5053,11882,154,177,1589,Direct,Dropped,12/21/2024,142,3/29/2025,4/25/2024 10:29
5054,15614,41,147,1989,Referral,In Progress,5/9/2022,23,7/9/2020,6/3/2025 2:11
5055,15393,30,309,976,LinkedIn,Dropped,1/8/2023,64,7/3/2020,9/2/2022 17:45
5056,17527,53,100,649,Referral,Completed,2/11/2021,88,5/23/2024,10/5/2021 18:27
5057,5224,122,311,2127,AdWords,In Progress,9/8/2020,162,11/14/2021,10/22/2025 13:55
5058,17179,153,26,1471,Referral,Completed,1/7/2024,27,4/19/2023,1/1/2024 23:41
5059,17022,29,125,1060,Referral,Dropped,8/11/2024,149,2/2/2020,11/21/2022 10:52
5060,7067,6,333,2032,AdWords,Dropped,3/18/2021,34,10/18/2021,7/13/2025 23:48
5061,17633,156,350,1166,LinkedIn,Completed,11/10/2020,153,2/21/2025,2/25/2023 1:42
5062,4939,25,437,715,LinkedIn,Completed,12/8/2022,93,8/17/2024,12/11/2021 1:09
5063,12299,95,191,1656,AdWords,In Progress,12/23/2025,88,11/14/2023,7/4/2024 1:12
5064,6001,8,139,1686,Direct,Dropped,12/27/2020,170,9/15/2022,7/30/2024 9:56
5065,3914,126,319,801,Direct,Dropped,7/13/2020,105,9/25/2022,2/27/2022 22:01
5066,17986,89,397,316,Direct,Completed,8/1/2025,88,2/5/2020,11/7/2020 14:00
5067,4940,139,319,2067,Direct,Completed,5/22/2025,129,9/4/2021,8/23/2025 21:21
5068,3616,135,79,1962,Direct,In Progress,5/28/2020,24,10/14/2022,5/8/2025 11:32
5069,11655,126,397,352,AdWords,In Progress,5/1/2022,84,4/28/2024,12/16/2020 10:15
5070,3524,19,388,1488,AdWords,In Progress,10/23/2020,147,4/21/2024,1/22/2024 16:41
5071,3864,67,190,1491,AdWords,In Progress,11/10/2021,127,1/9/2021,1/30/2024 17:57
5072,19801,66,271,1255,Direct,In Progress,8/1/2022,137,6/7/2024,6/5/2023 13:28
5073,11087,136,52,2086,AdWords,Dropped,9/24/2020,132,8/29/2020,9/3/2025 16:09
5074,774,119,92,2145,LinkedIn,In Progress,6/27/2024,172,1/16/2021,11/5/2025 14:38
5075,2595,97,153,575,LinkedIn,Dropped,12/28/2022,54,11/12/2024,7/26/2021 11:06
5076,311,126,38,1316,LinkedIn,Completed,12/7/2025,17,10/11/2023,7/31/2023 15:00
5077,12110,51,473,557,Direct,Dropped,12/22/2024,32,12/20/2020,7/8/2021 22:25
5078,2036,196,45,49,Direct,Dropped,9/6/2020,79,12/8/2025,2/4/2020 5:44
5079,12990,160,435,92,LinkedIn,Dropped,10/11/2020,143,9/25/2022,3/27/2020 1:04
5080,17279,120,281,693,Referral,In Progress,5/23/2020,121,8/6/2022,11/23/2021 1:34
5081,11588,38,440,1882,Direct,Dropped,3/23/2024,125,6/21/2021,2/13/2025 15:12
5082,14523,98,464,659,LinkedIn,Completed,10/24/2024,148,3/31/2024,10/15/2021 1:26
5083,2166,158,297,169,AdWords,Completed,1/16/2020,165,12/7/2020,6/14/2020 7:11
5084,12576,172,44,1245,AdWords,In Progress,7/28/2020,167,8/6/2020,5/22/2023 6:29
5085,10038,129,382,2120,Referral,Dropped,8/23/2024,146,5/23/2022,10/8/2025 0:49
5086,8148,44,367,72,AdWords,Completed,8/5/2020,117,4/12/2023,3/2/2020 3:31
5087,9152,109,379,1934,AdWords,Completed,1/6/2021,153,8/4/2022,4/9/2025 10:58
5088,7433,78,50,1105,LinkedIn,In Progress,3/12/2021,68,8/31/2025,1/6/2023 19:30
5089,14815,2,19,76,Direct,In Progress,12/11/2024,72,3/8/2020,3/7/2020 6:04
5090,9995,183,33,270,Direct,In Progress,5/21/2021,85,12/8/2020,9/15/2020 17:36
5091,18641,43,475,840,LinkedIn,Dropped,1/12/2020,71,7/4/2020,4/10/2022 3:01
5092,18746,168,464,1243,Direct,Completed,11/27/2023,29,6/6/2021,5/22/2023 16:37
5093,831,181,164,1711,Direct,In Progress,11/19/2023,24,8/7/2025,9/6/2024 10:06
5094,5505,24,430,941,Direct,Dropped,6/29/2023,22,2/7/2022,7/26/2022 10:00
5095,2693,138,434,1092,AdWords,Dropped,7/6/2021,137,10/1/2022,12/21/2022 19:02
5096,17551,187,233,42,Referral,Completed,11/2/2024,120,12/2/2025,1/31/2020 10:19
5097,1965,152,220,1069,Direct,Dropped,1/18/2024,58,12/6/2021,11/20/2022 14:01
5098,3422,172,81,600,Direct,In Progress,5/19/2024,25,4/10/2024,8/22/2021 13:41
5099,6709,147,496,1860,AdWords,Dropped,6/4/2024,83,11/6/2022,1/26/2025 16:42
5100,10889,164,286,236,Referral,In Progress,3/26/2022,12,6/11/2025,8/12/2020 1:20
5101,3298,34,473,1461,LinkedIn,In Progress,10/10/2020,78,9/3/2025,12/22/2023 17:44
5102,19984,169,103,1271,AdWords,Completed,7/12/2021,157,1/23/2022,6/13/2023 15:31
5103,7835,29,200,76,Direct,In Progress,11/25/2021,65,5/16/2021,3/6/2020 11:47
5104,7605,69,318,68,Direct,Dropped,4/24/2025,71,10/3/2023,3/3/2020 9:19
5105,9932,126,259,812,Referral,Dropped,10/16/2021,16,3/22/2020,3/18/2022 15:42
5106,13680,115,15,1859,LinkedIn,Dropped,11/19/2024,129,11/7/2025,1/23/2025 2:49
5107,9324,54,273,1005,AdWords,Dropped,7/29/2025,130,2/19/2023,9/21/2022 7:30
5108,11794,21,129,606,Referral,Dropped,7/27/2024,167,12/26/2023,8/14/2021 21:42
5109,16870,98,323,789,Referral,In Progress,10/3/2021,160,7/20/2025,2/14/2022 21:32
5110,3187,131,344,1337,Direct,Completed,1/24/2023,51,11/15/2022,8/21/2023 23:23
5111,9460,134,287,267,Referral,Dropped,10/5/2020,144,1/28/2023,9/22/2020 1:17
5112,1595,137,78,18,Referral,Dropped,6/10/2021,117,3/6/2020,1/14/2020 21:19
5113,5291,90,232,617,LinkedIn,Dropped,5/12/2023,170,11/15/2020,9/3/2021 0:59
5114,17798,47,478,263,AdWords,Completed,7/31/2020,131,3/31/2023,9/13/2020 13:31
5115,2948,20,390,321,Direct,In Progress,10/20/2023,151,4/11/2022,11/12/2020 3:57
5116,8303,93,330,385,LinkedIn,Dropped,3/15/2024,168,3/11/2021,1/11/2021 3:04
5117,10229,82,189,1453,Referral,In Progress,5/29/2025,139,2/28/2021,12/23/2023 8:01
5118,9023,41,209,1970,LinkedIn,In Progress,5/14/2024,65,7/8/2025,5/17/2025 2:25
5119,1643,137,208,370,Direct,Completed,10/29/2024,105,10/1/2025,12/26/2020 4:24
5120,12191,60,376,1350,AdWords,In Progress,10/16/2024,131,5/1/2025,9/5/2023 0:49
5121,12716,6,200,421,Referral,Completed,10/11/2024,45,11/8/2025,2/21/2021 21:21
5122,14318,186,343,237,AdWords,Completed,11/11/2023,14,7/11/2020,8/16/2020 18:38
5123,18106,180,189,1471,AdWords,Dropped,12/16/2021,28,10/6/2021,12/28/2023 0:21
5124,109,147,441,830,AdWords,Dropped,6/18/2021,37,2/8/2020,3/29/2022 9:10
5125,18828,132,188,852,Direct,Dropped,11/21/2025,17,2/7/2022,4/21/2022 21:10
5126,9060,66,457,1646,AdWords,Dropped,12/3/2022,80,7/27/2020,6/29/2024 11:59
5127,2307,125,321,1632,AdWords,Dropped,12/6/2022,79,5/30/2022,6/16/2024 9:44
5128,7746,16,477,1845,Direct,Completed,3/31/2023,135,5/23/2022,1/6/2025 1:03
5129,13991,51,184,1728,Direct,In Progress,5/25/2024,173,8/5/2024,9/17/2024 15:32
5130,14632,123,350,738,Direct,Dropped,6/9/2022,76,7/26/2025,1/4/2022 7:17
5131,3873,163,104,184,Referral,In Progress,2/10/2020,127,2/20/2025,6/18/2020 13:30
5132,7601,157,257,438,AdWords,Completed,12/13/2021,69,8/13/2024,3/11/2021 14:43
5133,3418,111,61,1109,AdWords,Completed,11/6/2023,167,12/30/2022,1/5/2023 15:57
5134,19563,156,345,256,Referral,Completed,1/12/2025,171,11/9/2025,9/2/2020 10:27
5135,12211,168,37,2103,Direct,Dropped,7/26/2022,30,11/6/2021,9/26/2025 11:41
5136,9672,168,15,391,LinkedIn,In Progress,3/4/2021,107,9/22/2025,1/25/2021 1:59
5137,8390,163,102,856,LinkedIn,Completed,3/27/2022,23,10/29/2024,4/29/2022 3:21
5138,6492,118,340,324,LinkedIn,Dropped,10/28/2022,46,1/3/2022,11/11/2020 2:39
5139,12761,153,97,426,AdWords,In Progress,1/13/2024,168,3/20/2024,2/22/2021 8:02
5140,13586,156,253,780,Referral,Completed,4/20/2020,107,10/7/2024,2/11/2022 17:06
5141,12662,127,80,685,Referral,In Progress,8/28/2025,77,4/30/2022,11/3/2021 18:56
5142,16763,134,342,1055,LinkedIn,Dropped,9/29/2025,179,9/24/2023,11/15/2022 6:19
5143,13524,21,297,348,Referral,Completed,2/18/2024,93,8/14/2022,12/3/2020 3:42
5144,14058,168,339,2054,Direct,In Progress,1/5/2021,56,4/21/2024,8/12/2025 5:06
5145,13728,108,243,544,LinkedIn,In Progress,10/19/2020,153,8/18/2024,6/20/2021 18:06
5146,14417,98,370,2035,Referral,Completed,4/3/2024,95,9/19/2021,7/25/2025 0:28
5147,3970,133,439,2060,Direct,Dropped,5/17/2024,148,7/11/2024,8/9/2025 15:59
5148,13285,63,127,1650,AdWords,Dropped,11/18/2024,58,8/2/2025,6/29/2024 10:25
5149,15297,102,210,1566,Direct,Completed,10/4/2025,36,10/5/2025,4/2/2024 21:40
5150,17786,192,378,1639,AdWords,Completed,7/7/2025,101,12/13/2024,6/25/2024 3:02
5151,18174,58,420,2118,LinkedIn,Completed,2/15/2022,83,1/30/2024,10/17/2025 17:42
5152,9085,116,326,1837,AdWords,Completed,9/1/2024,92,7/2/2022,12/30/2024 22:16
5153,9353,170,439,720,AdWords,In Progress,2/3/2022,117,12/13/2023,12/8/2021 4:39
5154,19867,106,166,805,Direct,Completed,5/27/2021,138,10/23/2021,3/1/2022 21:19
5155,5506,69,89,431,Referral,In Progress,3/23/2022,146,6/5/2025,2/23/2021 5:33
5156,7392,138,166,1942,Referral,Completed,2/12/2024,54,9/29/2024,4/19/2025 1:52
5157,7608,31,367,2098,Direct,In Progress,10/22/2024,18,3/22/2022,9/17/2025 11:51
5158,1020,187,158,1315,LinkedIn,Completed,12/20/2023,143,1/13/2024,7/29/2023 21:32
5159,17753,124,393,632,AdWords,Completed,12/11/2020,122,5/27/2022,9/20/2021 8:15
5160,12685,68,457,610,LinkedIn,In Progress,11/11/2020,177,9/22/2023,8/23/2021 19:59
5161,4552,169,422,584,Direct,Dropped,2/22/2025,48,4/6/2021,7/30/2021 11:22
5162,3527,137,360,1861,Direct,In Progress,2/9/2021,75,10/28/2020,1/26/2025 12:03
5163,8501,108,308,30,Referral,Completed,5/27/2020,101,1/26/2020,1/24/2020 21:55
5164,17489,144,499,1685,Direct,Completed,5/13/2021,47,3/22/2025,8/7/2024 22:40
5165,6957,43,294,1214,Direct,Dropped,7/21/2024,66,10/14/2025,4/21/2023 16:39
5166,3281,118,194,509,Direct,In Progress,3/2/2022,143,2/6/2021,5/20/2021 4:32
5167,5768,157,324,1236,Direct,Dropped,2/28/2020,43,10/16/2024,5/19/2023 19:07
5168,11631,190,226,1181,AdWords,In Progress,8/10/2020,26,11/4/2023,3/16/2023 12:04
5169,19620,14,471,1956,Direct,Dropped,6/30/2023,13,5/20/2022,4/25/2025 12:32
5170,10151,9,165,1825,AdWords,In Progress,5/24/2022,141,9/29/2024,12/18/2024 9:56
5171,9370,12,251,1955,AdWords,Completed,10/10/2023,172,4/8/2022,5/3/2025 14:24
5172,4875,28,299,1771,Direct,In Progress,3/11/2021,109,2/12/2024,10/28/2024 14:06
5173,17680,98,382,1636,Direct,In Progress,9/2/2022,18,7/10/2023,6/23/2024 17:46
5174,427,100,432,954,AdWords,In Progress,2/10/2023,85,4/8/2023,8/1/2022 17:06
5175,16119,59,160,441,LinkedIn,Completed,2/1/2023,131,3/6/2020,3/7/2021 1:58
5176,15339,50,97,1013,Direct,Completed,3/3/2020,29,11/18/2025,9/28/2022 22:32
5177,10764,67,373,273,AdWords,Completed,6/28/2024,70,7/14/2025,9/23/2020 10:40
5178,18617,19,133,2110,Referral,Completed,8/17/2023,58,9/4/2020,10/1/2025 12:32
5179,5201,168,326,1981,Referral,In Progress,9/16/2025,46,10/4/2025,5/26/2025 10:28
5180,10402,110,175,1874,Referral,Completed,7/18/2022,16,2/12/2020,2/7/2025 3:43
5181,8817,50,141,1507,Direct,Dropped,10/3/2021,21,7/1/2021,2/7/2024 14:38
5182,3107,73,419,1822,Referral,Dropped,12/25/2023,155,4/21/2025,12/17/2024 21:56
5183,14645,11,303,2177,Direct,Dropped,2/5/2023,58,9/10/2021,12/6/2025 22:40
5184,7751,164,330,1238,AdWords,Completed,2/1/2025,103,3/23/2025,5/10/2023 10:31
5185,14184,95,143,258,Referral,Completed,7/31/2020,110,2/4/2021,9/12/2020 17:36
5186,5474,52,282,893,LinkedIn,Dropped,7/26/2023,124,11/25/2021,6/1/2022 15:43
5187,19379,152,241,583,AdWords,In Progress,9/21/2024,114,10/8/2024,7/24/2021 9:28
5188,13164,63,221,1110,Referral,Completed,6/30/2024,111,8/11/2021,1/10/2023 11:21
5189,12623,132,167,1739,Referral,Dropped,4/23/2023,114,6/20/2021,9/27/2024 12:01
5190,5745,93,93,525,Direct,Dropped,7/30/2020,177,12/9/2020,6/1/2021 8:49
5191,19841,70,415,1185,Referral,In Progress,8/16/2020,116,9/3/2022,3/27/2023 20:57
5192,15954,9,411,708,Direct,Dropped,8/1/2021,37,6/12/2022,11/24/2021 12:08
5193,3888,93,409,289,Referral,Completed,4/7/2024,90,4/11/2022,10/1/2020 5:28
5194,18892,156,258,1215,Referral,In Progress,1/31/2022,43,9/11/2020,4/18/2023 5:32
5195,14509,16,295,1072,AdWords,Completed,7/26/2024,81,1/1/2024,11/27/2022 10:09
5196,10885,96,46,433,Referral,In Progress,5/24/2025,73,1/9/2022,2/26/2021 18:59
5197,13132,183,470,940,Direct,In Progress,9/21/2023,106,9/27/2024,7/28/2022 10:27
5198,2924,193,56,1486,Direct,Dropped,9/1/2024,135,3/10/2025,1/25/2024 9:45
5199,14710,148,288,1086,Referral,Dropped,3/9/2024,156,4/3/2025,12/7/2022 22:52
5200,7480,199,21,441,Referral,Completed,8/11/2023,143,5/22/2023,3/13/2021 14:45
5201,18172,113,350,2029,LinkedIn,In Progress,2/8/2021,138,7/9/2021,7/16/2025 12:38
5202,9495,174,53,13,Referral,Completed,10/25/2020,28,10/27/2022,1/6/2020 22:11
5203,1020,100,380,481,LinkedIn,In Progress,3/19/2025,20,3/28/2023,4/20/2021 7:57
5204,11633,171,148,1038,Direct,In Progress,12/8/2024,165,6/23/2020,10/23/2022 4:21
5205,14100,52,300,1781,AdWords,Dropped,9/10/2022,115,5/9/2021,11/7/2024 1:53
5206,3860,50,287,1677,Referral,Dropped,1/5/2023,107,6/17/2023,7/20/2024 15:05
5207,17503,200,466,51,Referral,In Progress,8/31/2025,153,2/14/2024,2/6/2020 12:44
5208,10135,189,1,175,LinkedIn,In Progress,6/1/2022,121,7/25/2020,6/15/2020 18:39
5209,17302,94,345,661,Referral,Dropped,6/11/2022,161,12/4/2024,10/9/2021 8:22
5210,15125,166,26,789,Direct,Completed,4/30/2024,33,4/8/2020,2/26/2022 14:52
5211,14202,152,219,2062,LinkedIn,Dropped,10/15/2021,52,5/4/2023,8/14/2025 5:57
5212,16239,57,37,1557,LinkedIn,Dropped,7/2/2025,30,1/17/2023,4/5/2024 7:33
5213,18876,22,256,1421,Direct,Dropped,8/4/2025,65,2/19/2022,11/20/2023 23:41
5214,12828,122,483,1368,LinkedIn,Completed,3/31/2025,134,12/5/2025,9/25/2023 13:37
5215,3467,6,248,1460,AdWords,Dropped,5/9/2025,67,8/6/2025,12/27/2023 4:15
5216,2835,5,49,268,Direct,Dropped,7/12/2025,98,12/16/2020,9/21/2020 16:09
5217,11969,19,88,1845,LinkedIn,Dropped,2/18/2024,77,8/9/2022,1/10/2025 21:46
5218,17886,120,36,527,LinkedIn,Completed,3/18/2022,130,4/25/2020,5/31/2021 6:20
5219,10573,132,307,1923,LinkedIn,In Progress,6/20/2023,40,9/7/2021,3/30/2025 8:51
5220,19722,106,253,1370,Direct,In Progress,1/9/2024,101,5/27/2025,9/26/2023 15:09
5221,661,76,37,1050,AdWords,Completed,8/2/2022,151,2/24/2022,11/15/2022 17:10
5222,18762,42,476,481,Referral,Dropped,11/19/2024,138,11/15/2024,4/24/2021 12:20
5223,18897,3,28,1667,Direct,Completed,10/8/2021,23,9/2/2025,7/19/2024 17:24
5224,16660,98,57,283,Direct,In Progress,9/29/2023,14,8/25/2024,9/29/2020 9:59
5225,19198,46,121,1036,AdWords,Completed,8/28/2024,140,10/20/2020,10/31/2022 0:33
5226,9629,66,180,1811,LinkedIn,Dropped,12/13/2020,136,9/27/2020,12/1/2024 20:53
5227,11577,133,185,1236,Referral,In Progress,3/17/2025,41,10/12/2021,5/8/2023 17:30
5228,18580,114,378,1909,AdWords,Completed,10/14/2023,139,7/6/2024,3/14/2025 18:26
5229,2677,160,183,1028,Direct,Completed,5/21/2020,16,3/4/2022,10/20/2022 1:24
5230,677,94,101,74,AdWords,In Progress,7/22/2023,26,4/3/2020,3/1/2020 3:59
5231,16400,92,444,60,LinkedIn,In Progress,11/30/2021,40,1/23/2025,2/25/2020 10:41
5232,16158,152,276,145,LinkedIn,In Progress,7/29/2025,154,10/4/2021,5/19/2020 2:31
5233,4015,33,183,848,Referral,Dropped,3/3/2025,165,3/4/2025,4/22/2022 8:52
5234,3652,128,242,1129,Referral,Dropped,5/4/2021,134,1/4/2024,1/20/2023 9:43
5235,13969,151,51,576,LinkedIn,Dropped,5/14/2021,110,5/30/2025,7/24/2021 1:10
