QuizAttemptID,EnrollmentID,QuizType,Score,MaxScore,AttemptDate,CreatedDate
9192,1865,Weekly,97.69,100,2021-08-24,2021-03-31
9193,5781,Final,55.64,100,2022-03-27,2021-09-30
9194,6913,Final,61.24,100,2020-06-22,2025-04-01
9195,1454,Weekly,56.95,100,2023-07-13,2021-08-27
9196,2444,Pre-test,76.96,100,2023-03-09,2023-04-05
9197,21128,Final,91.1,100,2024-02-01,2025-06-20
9198,3705,Final,48.54,100,2023-05-01,2025-07-07
9199,8600,Weekly,61.89,100,2025-12-19,2022-02-15
9200,19129,Weekly,72.19,100,2020-04-22,2020-05-26
9201,3040,Final,54.01,100,2021-09-21,2020-04-27
9202,10360,Weekly,65.63,100,2023-07-17,2023-10-21
9203,10372,Pre-test,99.99,100,2021-05-02,2025-04-03
9204,8737,Final,88.21,100,2023-04-13,2025-10-09
9205,19587,Weekly,43.93,100,2022-10-12,2024-08-16
9206,20503,Final,74.62,100,2022-09-12,2023-06-15
9207,3966,Pre-test,53.52,100,2021-05-05,2024-07-05
9208,12729,Pre-test,88.38,100,2024-03-19,2024-02-02
9209,22257,Weekly,66.96,100,2023-06-17,2021-01-13
9210,2423,Final,88.02,100,2022-11-05,2020-11-17
9211,14308,Pre-test,55.66,100,2020-06-07,2020-06-09
9212,10721,Weekly,60.06,100,2020-10-23,2024-12-10
9213,9894,Pre-test,97.24,100,2023-04-01,2023-01-04
9214,3734,Final,48.15,100,2022-10-21,2023-07-30
9215,15763,Final,44.66,100,2020-08-09,2025-04-22
9216,20884,Weekly,97.32,100,2021-05-11,2020-06-29
9217,15826,Pre-test,88.56,100,2022-01-30,2020-01-09
9218,682,Final,98.32,100,2021-01-30,2023-08-18
9219,14090,Pre-test,99.95,100,2021-01-10,2020-07-11
9220,1474,Final,73.92,100,2025-01-15,2020-11-08
9221,19368,Final,70.61,100,2024-02-06,2021-09-26
9222,16750,Pre-test,69.34,100,2023-08-15,2022-07-31
9223,16065,Weekly,45.91,100,2021-06-08,2024-04-24
9224,14915,Pre-test,93.22,100,2025-07-13,2025-11-27
9225,1209,Final,41.45,100,2025-01-25,2020-11-14
9226,18239,Weekly,50.33,100,2023-10-30,2024-08-11
9227,24106,Final,50.62,100,2023-06-05,2024-06-06
9228,4384,Weekly,73.65,100,2020-03-11,2020-07-02
9229,13305,Pre-test,43.78,100,2023-10-01,2022-08-06
9230,17631,Final,76.22,100,2020-06-30,2021-06-05
9231,17,Weekly,40.37,100,2022-01-19,2023-07-18
9232,14113,Pre-test,78.31,100,2025-10-01,2023-07-18
9233,15115,Weekly,71.71,100,2025-02-19,2024-02-26
9234,61,Final,74.56,100,2020-04-25,2020-08-13
9235,12171,Final,53.07,100,2021-05-11,2024-09-06
9236,3145,Weekly,84.55,100,2020-03-05,2025-05-10
9237,16457,Final,97.96,100,2020-08-17,2024-03-06
9238,11063,Weekly,62.09,100,2022-08-09,2025-08-11
9239,896,Final,50.15,100,2020-01-21,2021-10-15
9240,7388,Weekly,89.6,100,2022-07-29,2021-10-09
9241,6233,Final,95.18,100,2020-01-21,2023-08-12
9242,23008,Weekly,80.41,100,2023-02-04,2020-12-01
9243,14163,Pre-test,75.07,100,2021-11-25,2021-01-18
9244,8017,Weekly,89.03,100,2025-08-20,2021-03-11
9245,23341,Pre-test,99.58,100,2023-01-12,2021-02-03
9246,8454,Weekly,93.77,100,2022-04-22,2021-11-29
9247,2707,Weekly,59.09,100,2021-04-17,2023-02-03
9248,17315,Pre-test,65.03,100,2021-06-29,2025-01-25
9249,6229,Weekly,79.55,100,2023-03-11,2021-03-04
9250,24571,Final,49.28,100,2020-04-01,2025-09-12
9251,15112,Final,96.44,100,2023-02-22,2023-12-06
9252,16453,Final,83.37,100,2023-07-24,2024-10-24
9253,2958,Final,89.87,100,2023-04-22,2024-11-15
9254,3088,Weekly,95.44,100,2024-12-23,2023-12-23
9255,16667,Weekly,64.43,100,2022-06-08,2020-03-17
9256,2150,Final,85.37,100,2024-02-27,2025-07-06
9257,1551,Final,74.2,100,2024-11-22,2025-08-28
9258,5091,Final,42.58,100,2023-07-30,2025-03-27
9259,18673,Final,82.18,100,2021-11-22,2020-04-13
9260,19376,Pre-test,57.66,100,2024-07-20,2022-10-23
9261,24542,Pre-test,42.72,100,2022-12-31,2021-06-14
9262,18874,Final,92.68,100,2025-09-10,2025-06-03
9263,3419,Pre-test,92.93,100,2020-12-28,2025-01-28
9264,7952,Pre-test,45.02,100,2021-10-14,2023-10-28
9265,10969,Pre-test,63.48,100,2023-09-18,2022-10-21
9266,2140,Weekly,88.85,100,2023-03-17,2021-08-16
9267,19996,Pre-test,94.17,100,2020-10-30,2025-07-11
9268,541,Weekly,95.57,100,2023-07-09,2020-09-07
9269,13118,Pre-test,50.34,100,2020-11-17,2021-04-02
9270,24730,Pre-test,45.11,100,2020-01-08,2022-03-31
9271,1576,Pre-test,60.72,100,2020-07-31,2021-02-27
9272,24889,Pre-test,73.68,100,2025-06-19,2024-05-14
9273,11507,Pre-test,51.96,100,2022-04-10,2023-08-26
9274,14456,Final,79.01,100,2024-07-09,2024-07-25
9275,24893,Weekly,52.16,100,2025-07-18,2025-11-16
9276,10710,Final,95.52,100,2023-11-24,2022-11-08
9277,8318,Final,97.6,100,2025-05-08,2021-09-13
9278,23813,Weekly,61.54,100,2023-03-02,2020-11-26
9279,16540,Final,88.19,100,2025-05-31,2024-08-03
9280,15255,Pre-test,96.7,100,2021-09-16,2024-03-15
9281,1773,Pre-test,60.23,100,2023-08-25,2023-01-20
9282,10859,Pre-test,58.3,100,2021-05-22,2025-01-10
9283,22380,Pre-test,56.19,100,2023-01-21,2023-03-10
9284,22443,Weekly,59.3,100,2023-12-20,2025-03-28
9285,1879,Pre-test,82.62,100,2023-03-14,2023-02-01
9286,2424,Pre-test,45.89,100,2020-02-25,2024-09-30
9287,15486,Weekly,96.43,100,2021-06-05,2024-04-01
9288,5744,Final,98.47,100,2024-02-26,2022-06-29
9289,3112,Weekly,71.12,100,2025-05-01,2020-09-25
9290,11246,Final,75.05,100,2022-05-19,2022-02-17
9291,6077,Pre-test,91.89,100,2022-01-23,2021-09-03
9292,13167,Final,87.72,100,2025-10-22,2023-08-14
9293,5250,Weekly,81.35,100,2024-10-27,2025-05-16
9294,7116,Weekly,99.23,100,2021-06-17,2021-12-01
9295,15153,Weekly,40.93,100,2025-02-14,2023-08-28
9296,19763,Final,70.31,100,2024-01-31,2021-02-12
9297,18042,Final,41.48,100,2025-09-07,2022-01-04
9298,22930,Pre-test,46.23,100,2022-02-20,2020-06-30
9299,22649,Final,64.73,100,2024-04-27,2023-02-05
9300,22617,Weekly,63.86,100,2022-02-19,2025-07-23
9301,5581,Final,97.67,100,2024-02-15,2022-12-01
9302,20993,Pre-test,76.91,100,2023-02-18,2020-08-30
9303,11507,Weekly,48.8,100,2020-03-03,2022-03-03
9304,5133,Pre-test,63.35,100,2023-03-08,2024-04-13
9305,18623,Final,45.04,100,2020-06-08,2024-06-30
9306,5711,Weekly,52.24,100,2021-06-27,2024-04-12
9307,2401,Weekly,54.69,100,2024-11-13,2022-08-03
9308,11142,Pre-test,73.06,100,2023-05-18,2025-01-25
9309,7336,Final,95.06,100,2023-06-11,2023-06-09
9310,417,Final,95.85,100,2024-09-19,2021-04-19
9311,11420,Final,60.83,100,2025-12-28,2021-11-07
9312,24387,Final,80.87,100,2024-12-24,2022-06-10
9313,18511,Final,79.57,100,2021-12-13,2021-01-27
9314,8591,Final,41.66,100,2025-03-27,2024-06-15
9315,9112,Weekly,53.98,100,2023-02-20,2023-11-03
9316,8829,Weekly,52.27,100,2024-02-07,2025-09-25
9317,8657,Weekly,63.0,100,2022-01-26,2024-05-21
9318,11786,Weekly,48.56,100,2024-10-09,2023-04-30
9319,5940,Weekly,86.34,100,2020-08-29,2021-10-21
9320,17684,Weekly,97.64,100,2024-03-09,2022-08-23
9321,5511,Weekly,74.92,100,2024-04-14,2025-08-17
9322,16249,Final,58.13,100,2022-11-01,2020-05-27
9323,9783,Pre-test,52.84,100,2022-08-13,2021-10-16
9324,24988,Weekly,99.02,100,2024-02-18,2024-11-05
9325,9732,Pre-test,88.41,100,2025-02-27,2022-07-15
9326,12008,Weekly,63.28,100,2020-04-09,2022-07-12
9327,8948,Pre-test,41.12,100,2021-01-02,2023-01-08
9328,18105,Weekly,86.16,100,2023-02-12,2025-01-17
9329,24335,Weekly,76.24,100,2024-06-25,2025-08-14
9330,2855,Weekly,55.99,100,2021-08-01,2023-06-27
9331,18424,Final,69.14,100,2021-11-26,2025-07-27
9332,23738,Weekly,67.75,100,2023-07-12,2025-08-31
9333,373,Final,87.96,100,2022-04-20,2025-07-19
9334,15970,Final,40.55,100,2025-11-11,2022-03-18
9335,5950,Weekly,95.8,100,2025-03-09,2020-09-13
9336,24594,Final,61.28,100,2022-05-14,2021-01-01
9337,1698,Weekly,95.17,100,2021-09-02,2022-01-22
9338,4100,Weekly,77.33,100,2020-07-21,2024-03-11
9339,21269,Final,70.35,100,2023-06-26,2024-01-09
9340,12486,Final,55.23,100,2024-08-11,2022-02-26
9341,8343,Weekly,59.46,100,2025-09-18,2021-03-20
9342,7926,Pre-test,49.7,100,2022-12-31,2024-05-24
9343,9687,Pre-test,55.37,100,2021-05-15,2023-02-09
9344,22038,Pre-test,72.7,100,2022-10-27,2021-06-22
9345,5087,Pre-test,83.3,100,2022-04-22,2024-06-11
9346,12026,Weekly,96.49,100,2025-10-06,2021-12-15
9347,4996,Final,81.92,100,2022-10-29,2021-04-14
9348,8451,Weekly,88.81,100,2025-09-13,2022-05-14
9349,8571,Final,84.88,100,2020-02-05,2020-05-13
9350,21292,Pre-test,55.8,100,2020-11-05,2021-12-06
9351,23694,Final,75.86,100,2024-07-30,2023-10-19
9352,20256,Final,87.97,100,2025-09-22,2020-07-09
9353,14628,Pre-test,71.05,100,2024-12-03,2020-07-31
9354,12101,Pre-test,40.33,100,2020-04-27,2021-03-28
9355,4850,Final,58.29,100,2021-04-15,2022-12-23
9356,4623,Final,78.42,100,2024-10-19,2024-02-16
9357,20535,Weekly,83.65,100,2021-09-08,2020-04-23
9358,10762,Final,69.24,100,2025-08-29,2020-05-18
9359,2315,Weekly,89.94,100,2025-10-17,2025-02-06
9360,2156,Final,81.59,100,2025-02-04,2021-12-04
9361,13694,Final,88.92,100,2020-08-14,2022-11-07
9362,4202,Weekly,68.16,100,2024-06-20,2020-03-15
9363,10234,Final,71.93,100,2025-12-30,2023-12-29
9364,16678,Weekly,77.31,100,2023-01-10,2025-02-06
9365,9721,Final,55.26,100,2023-06-10,2023-09-19
9366,6162,Final,51.86,100,2025-10-07,2021-10-25
9367,20317,Weekly,55.81,100,2025-06-29,2025-12-03
9368,16518,Weekly,96.73,100,2020-11-16,2024-12-03
9369,6128,Weekly,44.82,100,2021-11-18,2024-10-04
9370,6047,Final,65.96,100,2025-07-10,2023-04-12
9371,24932,Weekly,93.35,100,2020-10-07,2021-05-20
9372,15854,Final,53.16,100,2020-09-03,2021-06-10
9373,15129,Pre-test,42.75,100,2021-03-07,2025-04-04
9374,23666,Pre-test,99.34,100,2022-01-06,2024-10-06
9375,12985,Final,59.03,100,2023-09-18,2024-06-10
9376,8926,Pre-test,57.88,100,2021-05-05,2021-10-14
9377,21201,Final,88.64,100,2022-12-24,2021-02-13
9378,24893,Pre-test,67.61,100,2024-03-31,2020-12-11
9379,6844,Pre-test,97.27,100,2021-01-10,2025-08-29
9380,7401,Final,53.58,100,2023-01-31,2021-04-10
9381,4573,Weekly,67.44,100,2021-03-03,2025-06-21
9382,6374,Pre-test,74.66,100,2022-06-02,2020-11-03
9383,1477,Pre-test,92.39,100,2020-07-15,2021-01-26
9384,6957,Weekly,64.18,100,2020-05-17,2023-04-27
9385,19621,Final,48.12,100,2024-04-14,2020-06-27
9386,15764,Pre-test,90.82,100,2020-07-27,2024-07-11
9387,4926,Final,74.12,100,2025-08-27,2021-11-13
9388,23383,Weekly,90.9,100,2023-07-14,2025-12-29
9389,19188,Final,75.63,100,2024-06-25,2022-01-16
9390,4170,Pre-test,94.64,100,2024-10-02,2025-11-15
9391,19310,Weekly,82.02,100,2024-02-29,2023-05-11
9392,13506,Final,68.96,100,2024-08-19,2021-09-11
9393,21407,Weekly,88.43,100,2023-05-02,2025-01-17
9394,7342,Weekly,48.52,100,2020-12-01,2021-03-27
9395,13553,Final,90.85,100,2020-02-12,2025-10-26
9396,6700,Pre-test,87.64,100,2023-07-09,2020-06-15
9397,7998,Final,68.87,100,2020-05-07,2020-06-11
9398,19040,Pre-test,95.69,100,2024-01-13,2020-08-01
9399,12814,Final,41.54,100,2021-03-06,2021-10-09
9400,24873,Pre-test,73.43,100,2024-08-14,2025-12-02
9401,18241,Pre-test,60.91,100,2025-01-07,2020-04-14
9402,20849,Pre-test,57.56,100,2024-08-02,2020-02-21
9403,8832,Pre-test,54.4,100,2025-03-21,2022-07-01
9404,9371,Pre-test,45.88,100,2022-08-15,2022-08-31
9405,3530,Final,82.58,100,2022-05-19,2022-10-07
9406,14290,Final,99.74,100,2025-06-13,2024-05-21
9407,6412,Pre-test,40.6,100,2021-06-06,2024-11-26
9408,11672,Weekly,82.7,100,2020-09-02,2020-07-16
9409,3973,Final,76.41,100,2020-02-14,2023-07-26
9410,13992,Pre-test,41.69,100,2022-12-04,2023-06-21
9411,10724,Weekly,60.15,100,2024-10-02,2021-09-07
9412,18779,Final,65.22,100,2024-06-04,2024-01-28
9413,7997,Final,66.61,100,2022-11-21,2024-05-13
9414,2310,Weekly,71.47,100,2024-11-20,2022-02-10
9415,2971,Weekly,40.49,100,2023-08-22,2021-11-02
9416,16022,Pre-test,85.05,100,2022-11-22,2020-09-16
9417,6128,Final,65.67,100,2021-01-15,2021-11-12
9418,8883,Final,86.86,100,2022-04-19,2022-05-13
9419,17542,Weekly,43.52,100,2024-01-20,2021-11-06
9420,21755,Pre-test,76.28,100,2025-04-24,2022-10-31
9421,16568,Final,45.73,100,2020-10-04,2022-02-15
9422,20729,Final,46.85,100,2020-08-07,2024-04-21
9423,7136,Final,72.68,100,2024-07-05,2024-09-30
9424,13272,Final,59.85,100,2023-05-04,2022-04-25
9425,2721,Pre-test,57.19,100,2023-07-20,2023-06-12
9426,16441,Pre-test,66.82,100,2023-07-22,2021-06-15
9427,16652,Pre-test,49.44,100,2022-12-30,2021-01-02
9428,17993,Pre-test,52.5,100,2024-11-19,2020-03-05
9429,19407,Pre-test,98.07,100,2023-07-27,2023-10-15
9430,23665,Weekly,85.5,100,2022-01-30,2025-10-05
9431,21523,Final,85.44,100,2020-10-29,2020-07-21
9432,10971,Weekly,84.85,100,2021-02-17,2020-07-02
9433,22457,Final,44.98,100,2021-09-20,2021-08-10
9434,24583,Pre-test,64.11,100,2025-04-20,2025-11-04
9435,13489,Final,96.83,100,2023-11-20,2022-04-22
9436,16075,Pre-test,62.4,100,2020-01-15,2020-04-29
9437,20450,Final,90.15,100,2025-10-21,2024-01-06
9438,20979,Final,50.76,100,2021-04-23,2021-11-07
9439,16774,Weekly,81.69,100,2023-07-11,2025-03-07
9440,22264,Pre-test,70.91,100,2024-07-04,2025-01-01
9441,24390,Pre-test,68.18,100,2025-05-28,2023-09-04
9442,17975,Pre-test,42.2,100,2024-07-26,2024-09-12
9443,11929,Final,78.78,100,2025-03-01,2021-12-25
9444,2673,Final,47.15,100,2024-04-11,2023-05-23
9445,18988,Pre-test,46.13,100,2020-12-29,2022-12-19
9446,9616,Pre-test,97.55,100,2023-11-11,2021-10-28
9447,10857,Pre-test,84.75,100,2023-08-11,2020-08-13
9448,24178,Weekly,96.92,100,2021-12-09,2025-06-27
9449,2903,Weekly,53.75,100,2021-01-18,2022-05-01
9450,4721,Weekly,70.32,100,2024-01-11,2022-03-26
9451,21401,Pre-test,68.98,100,2024-05-13,2022-04-07
9452,13521,Final,70.97,100,2020-12-14,2024-01-13
9453,13053,Final,96.49,100,2025-04-09,2020-08-21
9454,15576,Pre-test,86.5,100,2022-02-01,2023-10-05
9455,5213,Weekly,89.55,100,2025-08-23,2021-09-08
9456,24183,Weekly,90.13,100,2023-02-16,2023-05-07
9457,1701,Final,73.69,100,2024-11-26,2025-10-16
9458,7685,Final,81.23,100,2020-05-31,2020-07-18
9459,7248,Weekly,87.53,100,2022-01-19,2024-12-15
9460,5628,Final,62.08,100,2020-03-01,2021-03-09
9461,22307,Final,42.22,100,2025-10-09,2022-10-19
9462,24573,Pre-test,41.46,100,2023-09-01,2024-06-03
9463,7137,Weekly,73.54,100,2024-04-22,2021-02-03
9464,11817,Weekly,83.33,100,2023-07-29,2023-11-27
9465,24259,Pre-test,69.6,100,2020-06-25,2025-09-20
9466,7793,Final,84.83,100,2020-11-07,2022-01-14
9467,12301,Weekly,50.52,100,2023-06-22,2021-11-15
9468,9131,Pre-test,76.73,100,2020-07-05,2024-10-23
9469,4503,Weekly,65.39,100,2021-01-12,2025-02-08
9470,23894,Pre-test,44.36,100,2020-07-26,2023-01-02
9471,1108,Pre-test,49.1,100,2024-04-17,2024-10-03
9472,876,Final,44.78,100,2022-12-15,2020-06-03
9473,22725,Weekly,89.2,100,2022-09-03,2023-01-29
9474,10386,Final,47.03,100,2023-07-19,2025-10-09
9475,21681,Final,41.87,100,2020-05-08,2025-12-20
9476,17898,Final,94.3,100,2022-09-09,2024-08-07
9477,7746,Final,65.16,100,2023-05-01,2025-02-19
9478,18314,Final,43.5,100,2021-07-15,2024-08-02
9479,14378,Weekly,52.03,100,2020-10-15,2023-02-19
9480,19465,Final,85.91,100,2025-04-15,2025-06-16
9481,734,Weekly,96.46,100,2025-05-02,2023-02-11
9482,13020,Pre-test,46.74,100,2020-08-21,2023-06-17
9483,16362,Pre-test,89.94,100,2023-08-08,2022-07-26
9484,21354,Final,79.27,100,2025-12-03,2022-06-23
9485,11364,Pre-test,51.15,100,2025-12-09,2024-07-03
9486,19242,Final,78.82,100,2020-03-23,2022-03-14
9487,7413,Weekly,87.63,100,2020-09-09,2025-10-26
9488,12833,Weekly,86.79,100,2024-05-04,2022-03-26
9489,4527,Pre-test,99.87,100,2023-10-10,2020-05-07
9490,19425,Final,55.02,100,2023-06-20,2023-03-03
9491,18356,Final,81.38,100,2022-04-20,2022-07-25
9492,2324,Pre-test,61.84,100,2021-02-11,2021-07-29
9493,1213,Pre-test,62.89,100,2024-09-17,2022-03-04
9494,24079,Weekly,83.31,100,2025-08-02,2025-12-16
9495,20978,Pre-test,64.03,100,2022-11-13,2021-02-22
9496,10669,Final,63.3,100,2024-01-07,2024-04-04
9497,6026,Final,45.47,100,2025-06-11,2022-10-06
9498,22135,Pre-test,50.08,100,2024-02-14,2025-05-04
9499,1892,Pre-test,82.31,100,2022-10-03,2020-08-01
9500,9845,Weekly,96.68,100,2020-03-24,2022-02-14
9501,5356,Final,74.07,100,2020-11-24,2021-07-07
9502,11810,Weekly,91.07,100,2023-03-11,2021-02-21
9503,21138,Weekly,80.15,100,2022-08-12,2020-06-29
9504,21807,Weekly,74.85,100,2021-02-21,2023-07-19
9505,14066,Pre-test,45.99,100,2021-08-24,2022-01-09
9506,13313,Weekly,62.92,100,2024-03-16,2025-12-20
9507,16781,Final,73.69,100,2020-02-07,2020-05-16
9508,7935,Pre-test,53.89,100,2021-11-11,2025-04-17
9509,2573,Pre-test,84.84,100,2022-11-08,2022-11-28
9510,12409,Pre-test,61.52,100,2023-10-19,2022-11-26
9511,14681,Final,62.75,100,2020-06-13,2023-10-27
9512,14430,Pre-test,96.31,100,2024-08-04,2025-08-19
9513,10890,Final,53.58,100,2022-02-06,2023-10-12
9514,22493,Final,73.83,100,2023-03-26,2021-12-26
9515,1582,Pre-test,97.9,100,2020-03-06,2022-01-03
9516,11654,Final,80.32,100,2022-11-08,2020-06-16
9517,843,Pre-test,53.85,100,2024-01-12,2021-01-29
9518,22729,Final,49.99,100,2025-07-28,2022-02-02
9519,5366,Weekly,73.39,100,2022-04-28,2025-07-15
9520,9957,Weekly,82.27,100,2021-01-01,2024-06-15
9521,5823,Final,41.77,100,2024-09-26,2023-02-24
9522,9499,Weekly,77.83,100,2021-11-26,2021-11-15
9523,13288,Weekly,41.57,100,2021-12-12,2024-10-04
9524,5320,Weekly,43.46,100,2021-06-18,2022-07-12
9525,5239,Weekly,48.57,100,2020-10-29,2025-11-27
9526,21461,Pre-test,51.38,100,2023-03-02,2023-02-06
9527,6549,Pre-test,53.89,100,2022-05-29,2024-08-28
9528,16349,Final,64.23,100,2022-12-27,2020-08-26
9529,44,Weekly,92.11,100,2020-09-22,2023-01-27
9530,9071,Weekly,90.72,100,2023-08-24,2025-01-21
9531,17327,Final,55.37,100,2020-11-20,2023-07-08
9532,9069,Weekly,77.62,100,2023-05-06,2022-04-11
9533,6928,Final,98.14,100,2025-12-18,2024-05-12
9534,18128,Pre-test,77.21,100,2025-06-07,2023-04-13
9535,17962,Pre-test,45.93,100,2025-06-04,2021-08-08
9536,15920,Final,82.76,100,2022-06-22,2020-09-28
9537,15356,Pre-test,87.88,100,2022-01-14,2022-03-17
9538,12811,Final,47.36,100,2021-05-06,2021-03-31
9539,4571,Weekly,43.95,100,2023-11-21,2022-10-28
9540,19613,Final,96.17,100,2022-12-22,2021-02-10
9541,22016,Weekly,85.67,100,2023-08-04,2020-02-24
9542,2880,Pre-test,47.63,100,2020-04-22,2022-02-21
9543,23628,Final,51.28,100,2022-01-19,2022-03-19
9544,22296,Pre-test,86.21,100,2020-07-16,2021-04-16
9545,24419,Pre-test,82.01,100,2020-03-10,2020-03-13
9546,15945,Final,63.63,100,2024-11-02,2025-05-19
9547,1967,Final,68.81,100,2022-03-07,2023-01-30
9548,5604,Final,75.21,100,2023-10-30,2024-10-31
9549,18447,Pre-test,86.28,100,2023-09-14,2025-10-11
9550,5711,Pre-test,84.5,100,2020-08-22,2025-11-11
9551,11273,Weekly,77.12,100,2021-11-18,2024-11-01
9552,23270,Pre-test,57.06,100,2023-02-06,2025-12-22
9553,21944,Weekly,40.11,100,2021-03-11,2024-07-01
9554,6781,Weekly,87.51,100,2021-06-17,2024-05-09
9555,10204,Pre-test,91.25,100,2022-08-26,2024-12-10
9556,18568,Weekly,71.31,100,2025-09-22,2020-09-05
9557,22012,Pre-test,73.19,100,2021-01-23,2023-09-15
9558,14926,Final,62.97,100,2022-12-20,2021-09-02
9559,743,Pre-test,59.74,100,2024-04-17,2025-11-26
9560,8967,Final,45.13,100,2024-06-01,2023-03-19
9561,14451,Final,97.18,100,2025-02-06,2025-05-18
9562,8451,Pre-test,91.72,100,2024-08-17,2023-02-16
9563,1675,Pre-test,71.22,100,2023-07-22,2025-03-02
9564,15458,Final,63.9,100,2023-06-29,2020-11-14
9565,21290,Pre-test,52.92,100,2025-11-08,2025-10-11
9566,214,Final,90.31,100,2025-07-26,2022-11-22
9567,15930,Weekly,73.14,100,2023-06-11,2025-02-18
9568,16191,Final,70.59,100,2024-07-13,2022-04-29
9569,6451,Pre-test,49.19,100,2025-11-27,2023-03-13
9570,14199,Pre-test,60.73,100,2021-11-12,2023-03-27
9571,13687,Final,94.49,100,2021-09-30,2025-08-17
9572,21091,Weekly,70.48,100,2023-05-11,2022-11-13
9573,8091,Pre-test,52.25,100,2021-09-01,2024-01-12
9574,22181,Final,51.37,100,2020-11-18,2024-12-30
9575,5767,Final,79.71,100,2020-03-16,2021-12-18
9576,11698,Final,92.88,100,2020-06-22,2024-09-21
9577,12444,Final,70.81,100,2020-12-30,2023-12-11
9578,23952,Weekly,74.56,100,2025-05-08,2023-02-21
9579,10638,Weekly,84.57,100,2024-02-20,2023-12-14
9580,23645,Pre-test,94.07,100,2020-11-09,2024-07-14
9581,22380,Final,54.16,100,2020-03-17,2022-05-20
9582,9992,Final,56.12,100,2024-09-06,2023-10-30
9583,7257,Pre-test,64.86,100,2020-12-23,2021-08-10
9584,3169,Final,59.73,100,2021-02-27,2021-02-10
9585,6183,Final,44.71,100,2021-10-16,2025-06-14
9586,12598,Pre-test,74.08,100,2023-02-06,2020-01-19
9587,3645,Final,71.34,100,2021-11-20,2022-08-23
9588,9486,Weekly,98.3,100,2021-06-12,2024-04-21
9589,6382,Final,94.98,100,2024-12-10,2025-01-09
9590,24758,Final,59.46,100,2022-09-14,2024-12-26
9591,1813,Pre-test,56.12,100,2020-10-21,2023-12-05
9592,8122,Final,45.91,100,2025-02-27,2021-11-30
9593,24449,Pre-test,83.81,100,2021-04-03,2023-05-10
9594,15980,Final,46.73,100,2023-02-13,2022-04-21
9595,2659,Final,92.03,100,2024-12-24,2022-03-07
9596,12997,Weekly,98.88,100,2023-04-07,2021-06-02
9597,3522,Pre-test,66.11,100,2024-10-12,2024-08-08
9598,20591,Final,63.71,100,2023-08-29,2023-03-11
9599,16923,Final,52.31,100,2024-06-28,2022-07-26
9600,8740,Pre-test,68.89,100,2022-09-07,2025-06-13
9601,4872,Final,67.25,100,2025-01-28,2023-07-11
9602,8646,Weekly,98.87,100,2024-02-21,2021-10-15
9603,21906,Weekly,73.6,100,2021-04-30,2020-08-09
9604,15110,Pre-test,91.07,100,2022-06-17,2023-05-10
9605,6874,Pre-test,54.78,100,2023-10-19,2025-08-12
9606,24816,Weekly,79.12,100,2024-07-16,2020-03-15
9607,9800,Weekly,78.13,100,2023-06-03,2023-07-28
9608,23449,Pre-test,52.38,100,2022-06-08,2022-10-27
9609,22367,Final,69.33,100,2023-08-16,2021-05-23
9610,3099,Weekly,95.79,100,2021-06-18,2025-12-04
9611,7378,Weekly,67.79,100,2022-12-14,2025-04-15
9612,9382,Final,80.49,100,2021-02-25,2020-07-28
9613,11065,Final,78.75,100,2024-06-05,2022-10-26
9614,10617,Final,42.81,100,2022-05-20,2021-10-04
9615,19453,Final,73.15,100,2021-02-20,2021-05-22
9616,13426,Pre-test,46.9,100,2025-05-17,2020-11-22
9617,24442,Final,42.0,100,2024-12-09,2022-02-05
9618,8399,Pre-test,51.08,100,2022-08-31,2023-10-12
9619,22611,Final,54.65,100,2022-03-31,2021-04-04
9620,9681,Final,94.4,100,2022-10-26,2021-05-01
9621,10073,Final,53.78,100,2020-03-06,2025-11-12
9622,24534,Pre-test,86.4,100,2025-12-02,2025-08-23
9623,11473,Pre-test,80.63,100,2023-07-17,2021-11-01
9624,21625,Pre-test,66.53,100,2023-06-25,2020-05-09
9625,15925,Final,52.67,100,2021-09-02,2022-02-24
9626,12240,Final,56.88,100,2021-05-16,2025-02-24
9627,19793,Weekly,83.97,100,2025-11-06,2024-07-31
9628,2910,Pre-test,78.75,100,2024-03-28,2020-04-13
9629,22240,Weekly,90.26,100,2024-05-06,2021-04-09
9630,20169,Pre-test,85.9,100,2025-11-23,2024-12-24
9631,17829,Pre-test,98.76,100,2021-09-17,2023-02-15
9632,2865,Weekly,94.77,100,2023-07-02,2025-02-20
9633,9768,Final,74.35,100,2020-01-21,2025-10-04
9634,13104,Pre-test,55.98,100,2024-09-25,2021-07-13
9635,14888,Final,73.72,100,2024-08-09,2023-07-12
9636,13607,Weekly,66.64,100,2024-11-13,2025-10-18
9637,955,Pre-test,56.14,100,2021-05-03,2023-05-20
9638,18534,Pre-test,91.79,100,2023-12-25,2022-06-26
9639,312,Pre-test,72.56,100,2022-08-11,2023-10-28
9640,18709,Final,80.86,100,2021-01-03,2022-09-24
9641,15335,Pre-test,63.24,100,2022-02-09,2024-06-16
9642,5800,Weekly,53.1,100,2024-07-04,2023-11-20
9643,8853,Weekly,60.52,100,2025-09-06,2023-10-02
9644,2626,Weekly,83.18,100,2021-09-22,2025-03-25
9645,6499,Pre-test,63.42,100,2024-08-29,2025-10-06
9646,9049,Pre-test,90.97,100,2020-02-07,2023-08-17
9647,3503,Final,47.62,100,2022-11-13,2021-01-09
9648,7709,Pre-test,60.31,100,2022-07-02,2025-09-29
